lat,long,name,url,
34.0479258486 , -118.23971808 , Wolf & Crane Bar , https://foursquare.com/item/52db4c4e11d2b19e65877594 , 
34.04831953 , -118.239386 , Yogurtland , https://foursquare.com/item/4ac822d170c603bbea8b8eb4 , 
34.0463329789 , -118.237452137 , Angel City Brewery , https://foursquare.com/item/5164ea8be4b0137087afcdc3 , 
34.0488681395 , -118.240157962 , Yamazaki Bakery , https://foursquare.com/item/516cafc4e4b0cde235ee8d73 , 
34.0490125936 , -118.240029216 , Sanrio , https://foursquare.com/item/4ea11ec40cd6fc5af38b73eb , 
34.0456234144 , -118.236102462 , Wurstküche , https://foursquare.com/item/4b6c606d70c603bbec9291b4 , 
34.0457887898 , -118.23583596 , Poketo , https://foursquare.com/item/51dc6411498efde382c6cf8c , 
34.049179 , -118.239812 , 'Lette Macarons , https://foursquare.com/item/511f46dbe4b07e6425beff0a , 
34.0454756065 , -118.236092951 , Arts District , https://foursquare.com/item/5057a565e4b0b1650f006614 , 
34.045494298 , -118.236201457 , The Pie Hole , https://foursquare.com/item/4ee14cf09a521fcbee9d6e75 , 
34.0457683785 , -118.235441908 , Blacktop Coffee , https://foursquare.com/item/5496b0fd498ec2b7fcb8e7c7 , 
34.0501393268 , -118.240345716 , Fugetsu-Do Sweet Shop , https://foursquare.com/item/4ce9b2cc8f8b2d43b8050f83 , 
34.0484105629 , -118.240404619 , Komasa , https://foursquare.com/item/4e6029f9b993678bb5486a4f , 
34.0452634134 , -118.238537195 , Honda Ya , https://foursquare.com/item/4b62f45a70c603bba51091b4 , 
34.045423393 , -118.237448931 , EightyTwo , https://foursquare.com/item/532bc68c11d2ce297809ec88 , 
34.0507156159 , -118.244082302 , Redbird , https://foursquare.com/item/54b03396498e4b43e87f4b6c , 
34.0498504223 , -118.242416382 , Orochon Ramen , https://foursquare.com/item/4cfd62302c1aa090ab3c057a , 
34.0469955631 , -118.238679965 , Kagaya , https://foursquare.com/item/4b87537470c603bbad1393b4 , 
34.0502173704 , -118.241997911 , Q Pop Boutique , https://foursquare.com/item/5210376f498e6301755360f3 , 
34.046916 , -118.238468 , Men Oh Tokushima Ramen , https://foursquare.com/item/520149d2498e9cb14d5b0cbc , 
34.0489881475 , -118.240560293 , Zencu Sushi & Grill , https://foursquare.com/item/54299f2f498ed25dfea8a7ac , 
34.046217755 , -118.242346263 , The Escondite , https://foursquare.com/item/4e62957a45ddda3529a51472 , 
34.0457 , -118.235920072 , Apolis , https://foursquare.com/item/4ede68970aaf49e02e439642 , 
34.0452747474 , -118.238560038 , Shojin , https://foursquare.com/item/4e98c2739a52ceeb87e66142 , 
34.0456841207 , -118.232535028 , Cafe Gratitude Arts District , https://foursquare.com/item/55198efa498e80e518ebc94e , 
34.0511038163 , -118.244873285 , Badmaash , https://foursquare.com/item/53e3227c498e1550f39b1abe , 
34.0573882856 , -118.237980008 , Olvera Street , https://foursquare.com/item/4db8a740b5928d7fda6d84e8 , 
34.04571934 , -118.236524533 , Zip Fusion Sushi , https://foursquare.com/item/4e716c94483b926f07af48e4 , 
34.0486070461 , -118.240764396 , Kula Revolving Sushi Bar , https://foursquare.com/item/51b3f523498e967c1c461bd7 , 
34.0511838195 , -118.245179057 , The Edison , https://foursquare.com/item/4b620fd670c603bb6e0691b4 , 
34.0467229618 , -118.238600014 , bos , https://foursquare.com/item/5333d9cb498e641d92afdb03 , 
34.050753933 , -118.240147636 , East West Players , https://foursquare.com/item/4bee24ac70c603bb1b8c9bb4 , 
34.0458191538 , -118.235339111 , Guerrilla Tacos , https://foursquare.com/item/51ce48f4498ee9210f74a652 , 
34.050950577 , -118.244567704 , Pitfire Pizza , https://foursquare.com/item/4b82e3fe70c603bb10d692b4 , 
34.0454440335 , -118.238754205 , Tsurumaru Udon Honpo , https://foursquare.com/item/5152777de4b032fd5dede1b7 , 
34.0492459419 , -118.239592016 , Oomasa , https://foursquare.com/item/52ce30f611d2ea3caf22e3f6 , 
34.048185 , -118.239358 , Johnny Rockets , https://foursquare.com/item/4e3097031f6e283ad2864afc , 
34.0468990951 , -118.238854408 , Aloha Café , https://foursquare.com/item/4b08391870c603bb44fe8eb4 , 
34.045323 , -118.238516 , Sushi Go 55 , https://foursquare.com/item/527a85a111d2fd80779d3714 , 
34.050202 , -118.2455068 , Downtown Independent , https://foursquare.com/item/4d8bbeb9364f2d437591359d , 
34.0460972464 , -118.234282588 , Eat.Drink.Americano , https://foursquare.com/item/508348f0e4b00dbb9dba5475 , 
34.0446989133 , -118.236338519 , Art Share LA , https://foursquare.com/item/50823dfd498e54db9d4e476a , 
34.0483558642 , -118.239416657 , Ozero Tea & Desserts , https://foursquare.com/item/4f866903e4b0dbe559fcb3f6 , 
34.045309 , -118.238275051 , Max Karaoke Studio , https://foursquare.com/item/4cb4a52675ebb60c3a2ae4ad , 
34.0457523331 , -118.235299135 , Alchemy Works , https://foursquare.com/item/54c46879498e6ce13e983a47 , 
34.0565744468 , -118.238508641 , El Pueblo de Los Angeles Historic Monument , https://foursquare.com/item/51fae000498e564b0c3a5a2a , 
34.049083 , -118.241224 , Kouraku Japanese Restaurant , https://foursquare.com/item/51d8e628498e6fad557ed0fa , 
34.0488103578 , -118.24013114 , Nijiya Market , https://foursquare.com/item/4d2a5574849f3704374c8741 , 
34.0495914034 , -118.239810701 , Sushi Enya , https://foursquare.com/item/4e7585f3d22d80eb33414f2d , 
34.0455182719 , -118.238525773 , Manna Korean BBQ , https://foursquare.com/item/5042fdb2e4b0c996b362dd26 , 
34.0487011471 , -118.240661603 , RIF Los Angeles , https://foursquare.com/item/523658bb11d25eb294fee881 , 
34.047264 , -118.239 , Frances Bakery & Coffee , https://foursquare.com/item/5230f88911d25d3b6bc791ce , 
34.049655 , -118.239867533 , Mr. Ramen , https://foursquare.com/item/4e9910c393ad12dbf0009768 , 
34.0489260766 , -118.240444595 , Shabu Shabu House , https://foursquare.com/item/4d34eaf58c5b5941d8059361 , 
34.0570349632 , -118.238193244 , La Noche Buena , https://foursquare.com/item/50218015e4b0d98d04366a60 , 
34.0567451535 , -118.239982023 , LA Plaza de Cultura y Artes , https://foursquare.com/item/51547e7ee4b0af7ddddb5db6 , 
34.050257206 , -118.240494 , San Sui Tei , https://foursquare.com/item/546845e9498ede8861a4660a , 
34.05742384 , -118.237524033 , Mr. Churro , https://foursquare.com/item/4d06b7dfe8d8594104d72fa6 , 
34.05577931 , -118.2358988 , Ben & Jerry's , https://foursquare.com/item/50639711e4b05840d800de7f , 
34.050788 , -118.244801 , Groundwork Coffee , https://foursquare.com/item/5061a81ce4b0e6adc99ca9a2 , 
34.0490526167 , -118.239943 , Tokyo Japanese Lifestyle , https://foursquare.com/item/517dc912e4b0289495fd7482 , 
34.050039858 , -118.241986489 , Weller Court , https://foursquare.com/item/4de518ab1f6e3190cd4e3650 , 
34.0501171034 , -118.242201805 , Marukai Market , https://foursquare.com/item/4ce9b3c18f8b2d43b5060f83 , 
34.0485882216 , -118.240621628 , Popkiller Second , https://foursquare.com/item/4b51162070c603bb344590b4 , 
34.0490859317 , -118.241686821 , Koraku Ramen , https://foursquare.com/item/4c053e5e70c603bb55ef9db4 , 
34.0489682724 , -118.241112751 , Four Leaf Tea Room , https://foursquare.com/item/50f2126fe4b0476f99354969 , 
34.0515127034 , -118.245053105 , LAPD Lawn Dog Park , https://foursquare.com/item/50c2520ae4b013fc6958a361 , 
34.050864 , -118.242203 , Starbucks , https://foursquare.com/item/4cf7f0fa87a559411e346c2c , 
34.0450233488 , -118.238875866 , Little Tokyo Market Place , https://foursquare.com/item/4e4b09e4aeb72792c3357776 , 
34.0485219563 , -118.240803244 , Pinkberry , https://foursquare.com/item/4ec85e7830f8b09c0d1946b0 , 
34.0455367385 , -118.238536566 , Beard Papa's , https://foursquare.com/item/4cdad6733f6a8cfaca23e7ea , 
34.0493112229 , -118.240644471 , Anime Jungle 1st , https://foursquare.com/item/4cf97f11019d594114cfedba , 
34.048909 , -118.239979 , Oiwake , https://foursquare.com/item/4e59b1f318a8c20475104a70 , 
34.0494483161 , -118.23950803 , Toshi Sushi , https://foursquare.com/item/4b8b290070c603bbb04b93b4 , 
34.0489059 , -118.24017 , Frying Fish , https://foursquare.com/item/52071a24498e3dcfbdd38ae5 , 
34.0456168943 , -118.23666975 , Umami Burger , https://foursquare.com/item/53f00c0d498edf4260c52f0c , 
34.049587963 , -118.239599402 , Mr. Pizza , https://foursquare.com/item/4f6b86aee4b07199a96df39b , 
34.0480317779 , -118.241672401 , Japanese American Cultural & Community Center - JACCC , https://foursquare.com/item/4cd47e6d67c7236acd930d77 , 
34.0576717237 , -118.237794788 , La Golondrina , https://foursquare.com/item/4c23ea77c9bbef3bf11eafac , 
34.0500495393 , -118.240398909 , Ramen Manichi , https://foursquare.com/item/54f2933c498e3a108fcbf4ee , 
34.0496317592 , -118.239970602 , Family Mart , https://foursquare.com/item/525653ca11d2d0e396dcfe0a , 
34.0490086252 , -118.240353223 , Little Tokyo , https://foursquare.com/item/4d5443dd8c39cbff7cd45b80 , 
34.0479658517 , -118.239267468 , Starbucks , https://foursquare.com/item/4cf7f12687a559413f346c2c , 
34.0502451082 , -118.246457905 , Truckit Fest LA Art Walk , https://foursquare.com/item/519e6af0498e0bb2be3cfb64 , 
34.05033727 , -118.245456083 , New Jalisco Bar , https://foursquare.com/item/5409eea0498e063121ecf410 , 
34.0452214033 , -118.238879843 , XLanes L.A. , https://foursquare.com/item/53055e2a498e1ec121f3225f , 
34.0476394809 , -118.239473765 , Kokekokko , https://foursquare.com/item/503a8f72e4b0c7c1fb78349c , 
34.0480725266 , -118.240184784 , American Apparel , https://foursquare.com/item/51247888e4b06327eb407854 , 
34.0491249841 , -118.240627338 , tokyo beat , https://foursquare.com/item/513ad6c2e4b0a1e3069f8a75 , 
34.04755 , -118.239405 , Tenno Sushi , https://foursquare.com/item/4c645f15263fc928887ae891 , 
34.0448544407 , -118.238629103 , Woori Market , https://foursquare.com/item/4eb4163277c8972736714bc0 , 
34.0452947628 , -118.238531484 , Hana-Ichimonme , https://foursquare.com/item/4da49c117aee54812bd201ff , 
34.0570279967 , -118.23857717 , La Luz Del Dia Restaurant , https://foursquare.com/item/50959c53e4b07ae1b78eee44 , 
34.0489733942 , -118.24063876 , Little Tokyo Mall , https://foursquare.com/item/52311eaf498e48045f3baedd , 
34.0529557826 , -118.243602608 , City Hall Park , https://foursquare.com/item/520a5aa8498e9ae73aed3110 , 
34.0485782144 , -118.240558809 , Teishokuya Of Tokyo , https://foursquare.com/item/4ee97c93e3001405fd3886cc , 
34.0575105037 , -118.237770796 , El Paseo Inn , https://foursquare.com/item/4cd0dcf901eaf04def76bb5d , 
34.0465257271 , -118.238422573 , XLIXE Pizzeria Pies & Pints , https://foursquare.com/item/4e39a18dae60f589a5dd7215 , 
34.0527058135 , -118.242443344 , City Hall Farmers Market , https://foursquare.com/item/4fb71019e4b042632976cb26 , 
34.0457372595 , -118.238582881 , Tom N Toms Coffee , https://foursquare.com/item/511ebf04e4b0a7322e3a6383 , 
34.0498420206 , -118.245875428 , Five Star Bar , https://foursquare.com/item/4ce993a28ef78cfafdbfa19b , 
34.0499037586 , -118.240528107 , Nirvana , https://foursquare.com/item/4e6ea190483bd41a3d708371 , 
34.048316 , -118.24025775 , Shabu Shabuyo , https://foursquare.com/item/4eac650629c2152dec29e541 , 
34.05038135 , -118.245704 , The Smell , https://foursquare.com/item/4ddec3f6b3ad59fcbc60cdd3 , 
34.0465890047 , -118.234254034 , Cerveteca , https://foursquare.com/item/54fd19ef498e3c4eba498e85 , 
34.056214983 , -118.239272833 , Pico House , https://foursquare.com/item/4e6ad75f18a83989eca6a2f7 , 
34.0490016454 , -118.245138764 , The Lexington , https://foursquare.com/item/52db7d37498ea7145a5e1dfb , 
34.0482982312 , -118.240313247 , Ebisu Japanese Tavern , https://foursquare.com/item/54e1ae8b498e224449500f5b , 
34.0545699372 , -118.244270752 , Renegade Craft Fair , https://foursquare.com/item/52e9d9b2498e1488ecfa7981 , 
34.049014816 , -118.240528107 , Korean Kitchen Hibachi BBQ , https://foursquare.com/item/5000d9b1e4b023056d1fd96e , 
34.0492355997 , -118.239884941 , Ramen Maruya , https://foursquare.com/item/54e19a5d498e98141c34040a , 
34.0501807357 , -118.242306 , Kushi Shabu , https://foursquare.com/item/4ce4adcae860a143848d8ea1 , 
34.0541089958 , -118.244196514 , Grand Park Farmer's Market , https://foursquare.com/item/5344811b498e2d9ce510cba2 , 
34.0572019694 , -118.237937559 , Avila Adobe , https://foursquare.com/item/4f164729e4b03856f531c577 , 
34.051474 , -118.244835 , Liliya's China Bistro , https://foursquare.com/item/50a58ccee4b05f411f0e9ba3 , 
34.050127 , -118.24223971 , Senka Cafe , https://foursquare.com/item/4cccd2fcee23a143f5ee21a8 , 
34.0559305435 , -118.235544562 , Famima!! , https://foursquare.com/item/4dd7bb6ed1647fcf3e51088a , 
34.0488992527 , -118.240023851 , Japanese Village Plaza , https://foursquare.com/item/4db8a85ab5928d7fda6d8a11 , 
34.048945 , -118.240441 , Kagura , https://foursquare.com/item/51da0cbe498ea2ccfb45fe43 , 
34.0563038701 , -118.235743046 , Starbucks , https://foursquare.com/item/4e6e8085483bbf438c459353 , 
34.0467791862 , -118.238457243 , Tapas and Wine Bar C , https://foursquare.com/item/50f0e3e0e4b0a61f546bac5b , 
34.0579149332 , -118.237518668 , Juanita's , https://foursquare.com/item/513253d8e4b0d70761d053e7 , 
34.0481114662 , -118.239416657 , Flying Pig Cafe , https://foursquare.com/item/4e3c4d15091a0fc67ea303c0 , 
34.0512460442 , -118.242319822 , Justice Urban Tavern , https://foursquare.com/item/53461662498e87390a108e75 , 
34.0478591767 , -118.239970207 , Subway , https://foursquare.com/item/505e3619e4b06d1d2b814e7b , 
34.047223 , -118.238841 , Hashi Ramen House , https://foursquare.com/item/5160aff7e4b07bc29de0e617 , 
34.0479886738 , -118.239622245 , Haru Ulala Restaurant , https://foursquare.com/item/51f21416498eb27587a87fc2 , 
34.0452702857 , -118.238548616 , Little Tokyo Galleria Shopping Center , https://foursquare.com/item/4ff0f78be4b0a36f6f6a85c3 , 
34.048155 , -118.239573 , FedEx Office Print & Ship Center , https://foursquare.com/item/4e790468d1642a6ececf611c , 
34.0544531706 , -118.231758329 , Denny's , https://foursquare.com/item/5133b626e4b0ca4ed4649353 , 
34.045481177 , -118.238554001 , Cherry on Top , https://foursquare.com/item/4c75a7e92db5236a9db6bd79 , 
34.054230989 , -118.240770107 , Los Angeles Mall , https://foursquare.com/item/4e7a0af4d4c0d1bf67077d3d , 
34.048975 , -118.240078 , Sushi & Teri , https://foursquare.com/item/4b98639e70c603bbbf1094b4 , 
34.0490906 , -118.2397562 , Maneki Neko , https://foursquare.com/item/4ed34f1b2c5bc3505a5f5e74 , 
34.0480006111 , -118.241312626 , Aratani Japanese American Theater , 
34.049739132 , -118.240239008 , Ohjah , https://foursquare.com/item/53c09ba3498e014224fdb1a2 , 
34.0500253083 , -118.242249181 , Tangerine , https://foursquare.com/item/51fa7efce4b017b349afe5ae , 
34.0498 , -118.240049 , Tamon , https://foursquare.com/item/550ad5bf498ed9ad8240860e , 
34.0502205358 , -118.242254892 , Oreno Yakiniku Japanese Bar-B-Cue , https://foursquare.com/item/50f20c28e4b054b55bef9be6 , 
34.0484752592 , -118.240998536 , Raggedy Threads Vintage Shoppe , https://foursquare.com/item/4e583b0cd22d61e8f3466e49 , 
34.0541349975 , -118.240785599 , Drnk Coffee & Tea , https://foursquare.com/item/4e1e1294b61c431b61ba3819 , 
34.0460471746 , -118.233157527 , Hammer And Spear , 
34.0490495167 , -118.239943385 , Kool's , https://foursquare.com/item/4e8d49c29a524ea86d212403 , 
34.0547616562 , -118.244430649 , Brasil Kiss , https://foursquare.com/item/51005738e4b04be955b8b650 , 
34.0456289 , -118.23609 , L.A. Arts District Little Tokyo Farmers Market , https://foursquare.com/item/4ec333c6f790d05687cc20f1 , 
34.0490582684 , -118.240101949 , Appleseed , 
34.0452 , -118.235291 , Groundwork Coffee Co , https://foursquare.com/item/5533e7f7498ea5868ddeb144 , 
34.0567868329 , -118.238668543 , Placita Olvera , https://foursquare.com/item/4dd70a2d091ad1a8054422a8 , 
34.0495659615 , -118.238554001 , Japanese American National Museum Central Hall , 
34.046092 , -118.235757 , Guerilla Atelier , https://foursquare.com/item/527ff371498e05d3a5225828 , 
34.0489954856 , -118.240518834 , Monkey Pants , https://foursquare.com/item/508b4d68e4b0772b583a3b58 , 
34.0455285073 , -118.239079721 , So Kong Dong Soon Tofu , https://foursquare.com/item/53cd1fb4498ef506d75012e6 , 
34.0457393807 , -118.235510439 , Warby Parker at Alchemy Works , 
34.0459752417 , -118.232632116 , One Santa Fe , 
34.0541313054 , -118.239370971 , Far Bar , 
34.0481690332 , -118.241523922 , US Sumo Open , https://foursquare.com/item/5236407c11d21eafe52c6ed0 , 
34.0522363297 , -118.243682557 , Clover Trading , 
34.0459346404 , -118.236943871 , Arts District Farmers Market , https://foursquare.com/item/551611d3498eaf5e2931b140 , 
34.0458501047 , -118.235957623 , Northern Grade Los Angeles , 
34.055686 , -118.233317 , Barista Society Coffee Boutique , 
34.0454811833 , -118.239136829 , Daiso Japan , https://foursquare.com/item/551757ba498e5833736d3f1e , 
34.0519643372 , -118.245304371 , Los Angeles Times Cafeteria , https://foursquare.com/item/51a48ef5498eefd1b45c3b2b , 
34.0483460819 , -118.244048038 , Moncho's Sandwich Place , 
34.0449528835 , -118.238474376 , Xperience , https://foursquare.com/item/5196fc0e498ee2ba62fc4d89 , 
34.049794 , -118.240133 , Restaurant Aoi , https://foursquare.com/item/4d142ba69702a090938a286c , 
34.050312669 , -118.24630022 , Corn Heaven , https://foursquare.com/item/510ad627e4b0d2dd437e144f , 
34.0522342 , -118.2436849 , Theater at Ace Hotel , https://foursquare.com/item/54a2dbe3498ea1645fe47e76 , 
34.04687413 , -118.2385797 , Raku , https://foursquare.com/item/4e75943cfa760597011442fc , 
34.0497667627 , -118.239919205 , Usui Restaurant , https://foursquare.com/item/4c70b8682930bfb79b4cfc80 , 
34.0489501732 , -118.240307537 , Japangeles , https://foursquare.com/item/51e5fe70498ea73b64430c9b , 
34.0447537059 , -118.238628568 , Sakura Noodle , https://foursquare.com/item/543816d0498e32a04f317199 , 
34.0484386683 , -118.2414186 , Favorite Snack And Gift , https://foursquare.com/item/4e0376ebd22d034599ef282e , 
34.0538960987 , -118.240090528 , Federal Building Cafeteria , 
34.045316 , -118.238442 , The House of Korea , https://foursquare.com/item/4f629594e4b06cb9f9880f18 , 
34.048968 , -118.240472 , Hazuki , https://foursquare.com/item/4d85ff35f1e56ea8759f948a , 
34.0504012165 , -118.241615294 , COLD RUSH , https://foursquare.com/item/5486cfbf498ef1dce85cda9f , 
34.0480051077 , -118.239599402 , Robata KABA , https://foursquare.com/item/54557123498ec67e8ebc3f1b , 
34.0509805099 , -118.242437634 , Occubucks , 
34.045699 , -118.236573 , Zip Sushi Izakaya , https://foursquare.com/item/544d28a6498e018c83f898fe , 
34.045594 , -118.236656 , Airbnb Hello LA - Arts District , 
34.051068 , -118.243283 , Tower Cafe , 
34.047034283 , -118.238314473 , KINJIRO , 
34.0564027258 , -118.239108275 , Taste of Italy , 
34.057119 , -118.23835 , Rodolfo's Restaurant , https://foursquare.com/item/51f04406498e9e1052081beb , 
34.0507719672 , -118.244579125 , Verve Coffee , https://foursquare.com/item/5362ac0a498ee003396929f1 , 
34.045940015 , -118.234705198 , Matteo Home Furnishings , 
34.051403 , -118.244723 , The Charcoal Grill , https://foursquare.com/item/4c59cc182091a593bacc5dd0 , 
34.054271 , -118.244184 , Exxopolis , https://foursquare.com/item/52367b9011d25de7d92769d5 , 
34.047007 , -118.244376 , G Farmacy , 
34.0519801129 , -118.243294233 , Begin's Cafe , https://foursquare.com/item/4f890645e4b0ab0c1aaf8935 , 
34.045396 , -118.237485 , 82LA , https://foursquare.com/item/54e7880a498ed3fbc1339de0 , 
