"LURN_SAK","INCIDENT_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","X_COORDINATE","Y_COORDINATE","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
17076165,"2015-04-13 23:25:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","300 N AMALIA AVE, LOS ANGELES, CA 90063","300 N AMALIA AVE","LOS ANGELES","90063",6515196.9583321093,1833235.8434469108,"015-04996-0276","0276","04996","CA0190002","EAST LOS ANGELES","N"
17075135,"2015-04-12 22:22:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1000 S KERN AVE, LOS ANGELES, CA 90022","1000 S KERN AVE","LOS ANGELES","90022",6511163.4829915622,1829621.7294142663,"015-04942-0284","0284","04942","CA0190002","EAST LOS ANGELES","N"
17063528,"2015-03-31 21:36:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1800 E PALMDALE BLVD, PALMDALE, CA","1800 E PALMDALE BLVD","PALMDALE",,6532943.120602007,2033133.4358019757,"015-04529-2610","2610","04529","CA01900W9","PALMDALE","N"
17062808,"2015-03-31 09:38:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","HARDWICK ST & WOODRUFF AVE, LAKEWOOD, CA","HARDWICK ST & WOODRUFF AVE","LAKEWOOD",,6526163.9761470892,1768088.4247337766,"015-06333-1326","1326","06333","CA0190013","LAKEWOOD","N"
17062752,"2015-03-31 08:30:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","10100 S BUDLONG AVE, LOS ANGELES, CA 90044","10100 S BUDLONG AVE","LOS ANGELES","90044",6471852.7511331253,1802442.370229498,"015-02813-0372","0372","02813","CA0190003","SOUTH LOS ANGELES","N"
17061056,"2015-03-29 01:19:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","44400 FENHOLD ST, LANCASTER, CA 93535","44400 FENHOLD ST","LANCASTER","93535",6530396.5911105108,2073500.122041675,"015-05449-1135","1135","05449","CA0190024","LANCASTER","N"
17061011,"2015-03-28 23:20:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","11200 BROADMEAD ST, SOUTH EL MONTE, CA 91733","11200 BROADMEAD ST","SOUTH EL MONTE","91733",6551441.9922577022,1838054.7609330041,"015-03845-0562","0562","03845","CA0190005","TEMPLE","N"
17060117,"2015-03-27 20:39:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1300 E AVENUE I, LANCASTER, CA 93535","1300 E AVENUE I","LANCASTER","93535",6529819.2793083154,2080228.8206702077,"015-05394-1131","1131","05394","CA0190024","LANCASTER","N"
17056783,"2015-03-25 01:16:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1200 N DIAMOND BAR BLVD, DIAMOND BAR, CA 91765","1200 N DIAMOND BAR BLVD","DIAMOND BAR","91765",6622269.8179114992,1837157.1483329711,"015-02133-2920","2920","02133","CA0190020","WALNUT","N"
17056778,"2015-03-25 01:14:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","1000 106TH ST, LOS ANGELES, CA 90044","1000 106TH ST","LOS ANGELES","90044",6472818.020957483,1800781.8159056462,"015-02640-0372","0372","02640","CA0190003","SOUTH LOS ANGELES","N"
17055282,"2015-03-23 14:18:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","10300 INGLEWOOD AVE, LENNOX, CA 90304","10300 INGLEWOOD AVE","LENNOX","90304",6452015.9044153541,1801465.563446553,"015-02580-0380","0380","02580","CA0190003","SOUTH LOS ANGELES","N"
17050893,"2015-03-18 17:01:00","CRIMINAL HOMICIDE","011","CRIMINAL HOMICIDE: Murder","100 W JOHNSON ST, COMPTON, CA 90220","100 W JOHNSON ST","COMPTON","90220",6493764.4518394517,1780091.7495193924,"015-03457-2836","2836","03457","CA0190042","COMPTON","N"
17061708,"2015-03-30 01:35:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","14800 DOWNEY AVE, PARAMOUNT, CA 90723","14800 DOWNEY AVE","PARAMOUNT","90723",6515525.3679206632,1785535.5428439248,"015-06255-1365","1365","06255","CA0190013","LAKEWOOD","N"
17072800,"2015-04-10 02:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","8400 MELROSE AVE, WEST HOLLYWOOD, CA","8400 MELROSE AVE","WEST HOLLYWOOD",,6447949.0418499717,1852612.7056198146,"015-01802-0972","0972","01802","CA0190009","WEST HOLLYWOOD","N"
17071204,"2015-04-08 03:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","2900 SPRUCE CT, ARCADIA, CA 91006","2900 SPRUCE CT","ARCADIA","91006",6559730.9204025771,1863238.1236367547,"015-04284-0584","0584","04284","CA0190005","TEMPLE","N"
17068943,"2015-04-05 17:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","100 E COMPTON BLVD, COMPTON, CA 90220","100 E COMPTON BLVD","COMPTON","90220",6494220.7780557899,1784063.6468242875,"015-04315-2814","2814","04315","CA0190042","COMPTON","N"
17070092,"2015-04-05 06:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","700 S LEONARD AVE, LOS ANGELES, CA 90022","700 S LEONARD AVE","LOS ANGELES","90022",6518352.4549418334,1829256.397588101,"015-04701-0287","0287","04701","CA0190002","EAST LOS ANGELES","N"
17067887,"2015-04-05 05:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","3500 FLORESTA AVE, LOS ANGELES, CA 90043","3500 FLORESTA AVE","LOS ANGELES","90043",6460063.4398436174,1821298.3865935174,"015-00905-2768","2768","00905","CA0190065","MARINA DEL REY","N"
17068093,"2015-04-04 18:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1000 S BURGER AVE, LOS ANGELES, CA 90022","1000 S BURGER AVE","LOS ANGELES","90022",6509340.1040414292,1830027.5122654254,"015-04586-0283","0283","04586","CA0190002","EAST LOS ANGELES","N"
17067799,"2015-04-04 16:45:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","26800 GRAYSLAKE RD, RANCHO PALOS VERDES, CA 90275","26800 GRAYSLAKE RD","RANCHO PALOS VERDES","90275",6444976.6978935879,1744407.7185760667,"015-01292-1730","1730","01292","CA0190017","LOMITA","N"
17066026,"2015-04-03 04:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1200 E AVENUE S, PALMDALE, CA","1200 E AVENUE S","PALMDALE",,6530209.1988789793,2025042.3801340032,"015-04643-2603","2603","04643","CA01900W9","PALMDALE","N"
17068392,"2015-04-02 20:30:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","10300 WHITTIER BLVD, WHITTIER, CA 90606","10300 WHITTIER BLVD","WHITTIER","90606",6540927.1756868744,1819933.7293443794,"015-02745-1576","1576","02745","CA0190015","PICO RIVERA","N"
17066647,"2015-04-02 15:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","2600 SAN GABRIEL BLVD, ROSEMEAD, CA 91770","2600 SAN GABRIEL BLVD","ROSEMEAD","91770",6534121.175040694,1844104.7071505671,"015-04073-0533","0533","04073","CA0190005","TEMPLE","N"
17063622,"2015-03-31 17:22:30","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","45500 BEECH AVE, LANCASTER, CA","45500 BEECH AVE","LANCASTER",,6519758.7513982272,2081071.4304396056,"015-05596-1121","1121","05596","CA0190024","LANCASTER","N"
17061483,"2015-03-29 17:44:01","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +",,,,,,,"015-04255-0285","0285","04255","CA0190002","EAST LOS ANGELES","N"
17054152,"2015-03-22 03:25:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","7900 ROSECRANS AVE, PARAMOUNT, CA 90723","7900 ROSECRANS AVE","PARAMOUNT","90723",6512828.3924652487,1787255.4599951049,"015-05771-1363","1363","05771","CA0190013","LAKEWOOD","N"
17052848,"2015-03-19 05:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","MADRIS ST & ROSECRANS BLVD, NORWALK, CA 90650","MADRIS ST & ROSECRANS BLVD","NORWALK","90650",6540376.5393263446,1786807.4742022424,"015-03732-0456","0456","03732","CA0190004","NORWALK","N"
17055483,"2015-03-16 18:00:00","FORCIBLE RAPE","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","12200 CHESHIRE ST, NORWALK, CA 90650","12200 CHESHIRE ST","NORWALK","90650",6540043.4868414067,1782396.7093550684,"015-03854-0456","0456","03854","CA0190004","NORWALK","N"
17066430,"2015-04-03 10:34:00","FORCIBLE RAPE","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","42200 SIERRA HWY, LANCASTER, CA 93535","42200 SIERRA HWY","LANCASTER","93535",6522733.5513856644,2059024.8207448414,"015-05763-1124","1124","05763","CA0190024","LANCASTER","N"
17050983,"2015-03-18 02:45:00","FORCIBLE RAPE","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","6700 OLYMPIC BLVD, EAST LOS ANGELES, CA 90022","6700 OLYMPIC BLVD","EAST LOS ANGELES","90022",6523052.2869520504,1826314.4225783809,"015-03711-0287","0287","03711","CA0190002","EAST LOS ANGELES","N"
17075175,"2015-04-13 01:35:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","OLIVE ST & PACIFIC BLVD, WALNUT PARK, CA 90255","OLIVE ST & PACIFIC BLVD","WALNUT PARK","90255",6493378.5533554787,1810938.7243289859,"915-04869-2178","2178","04869","CA01900V3","CENTURY","N"
17075157,"2015-04-13 00:05:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","MARTIN LUTHER KING JR BLVD, LYNWOOD, CA 90262","MARTIN LUTHER KING JR BLVD","LYNWOOD","90262",,,"915-04868-2112","2112","04868","CA01900V3","CENTURY","N"
17074402,"2015-04-11 20:40:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","SANTA FE AVE & VAN BUREN ST, CARSON, CA","SANTA FE AVE & VAN BUREN ST","CARSON",,6496377.4981747167,1763119.0024657135,"915-03762-1622","1622","03762","CA0190016","CARSON","N"
17072769,"2015-04-10 00:50:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","KEEGAN AVE & WALNUT ST, CARSON, CA","KEEGAN AVE & WALNUT ST","CARSON",,6485125.9918107772,1777140.1288018941,"915-03689-1611","1611","03689","CA0190016","CARSON","N"
17072776,"2015-04-10 00:40:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","VISTA BELLA WAY & WILMINGTON AVE, CARSON, CA","VISTA BELLA WAY & WILMINGTON AVE","CARSON",,6490543,1768118.125,"915-03690-1692","1692","03690","CA0190016","CARSON","N"
17072361,"2015-04-09 17:57:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","12700 VERMONT AVE, LOS ANGELES, CA 90044","12700 VERMONT AVE","LOS ANGELES","90044",6473061.0945965676,1792182.9923494097,"915-03099-0378","0378","03099","CA0190003","SOUTH LOS ANGELES","N"
17071190,"2015-04-08 14:45:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","SEPULVEDA BLVD & E SLAUSON AVE, CULVER CITY, CA","SEPULVEDA BLVD & E SLAUSON AVE","CULVER CITY",,6441834.2995519852,1818442.502893874,"915-02029-6871","6871","02029","CA0190031","TRANSIT SERV BUR","N"
17067451,"2015-04-04 15:48:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","11100 DALEROSE AVE, LENNOX, CA","11100 DALEROSE AVE","LENNOX",,6452456.3129083654,1798238.1650789503,"015-02944-0382","0382","02944","CA0190003","SOUTH LOS ANGELES","N"
17063672,"2015-04-01 04:28:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","1300 S FULLERTON RD, ROWLAND HEIGHTS, CA 91748","1300 S FULLERTON RD","ROWLAND HEIGHTS","91748",6590820.7792640254,1819982.3399889837,"915-02318-2930","2930","02318","CA0190020","WALNUT","N"
17063668,"2015-04-01 03:50:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","75TH ST & COMPTON AVE, LOS ANGELES, CA","75TH ST & COMPTON AVE","LOS ANGELES",,6486574.824949367,1812479.5576661022,"915-04366-2172","2172","04366","CA01900V3","CENTURY","N"
17063527,"2015-03-31 21:57:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","11500 ATLANTIC AVE, LYNWOOD, CA 90262","11500 ATLANTIC AVE","LYNWOOD","90262",6504526.7110867193,1793272.699680683,"015-04357-2114","2114","04357","CA01900V3","CENTURY","N"
17062621,"2015-03-31 01:15:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","ARMEL DR & COVINA BLVD, COVINA, CA","ARMEL DR & COVINA BLVD","COVINA",,6591068.6056795325,1858565.942081467,"915-01450-0864","0864","01450","CA0190008","SAN DIMAS","N"
17062615,"2015-03-31 01:00:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","1000 W WALNUT ST, COMPTON, CA 90220","1000 W WALNUT ST","COMPTON","90220",6488586.3939832812,1777136.6197601245,"915-03992-2834","2834","03992","CA0190042","COMPTON","N"
17062392,"2015-03-29 02:30:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","SPRUCE ST & WALNUT AVE, LYNWOOD, CA 90262","SPRUCE ST & WALNUT AVE","LYNWOOD","90262",6499983.0641925847,1794976.8146860814,"915-04297-2112","2112","04297","CA01900V3","CENTURY","N"
17060217,"2015-03-28 01:53:56","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","5200 WHITTIER BLVD, LOS ANGELES, CA","5200 WHITTIER BLVD","LOS ANGELES",,6514065.3948814748,1829753.0727491209,"015-04174-0286","0286","04174","CA0190002","EAST LOS ANGELES","N"
17060048,"2015-03-27 19:30:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","4700 WHITTIER BLVD, LOS ANGELES, CA 90022","4700 WHITTIER BLVD","LOS ANGELES","90022",6511751.4587836917,1830479.7824906979,"915-04166-0294","0294","04166","CA0190002","EAST LOS ANGELES","N"
17060172,"2015-03-27 17:00:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","2400 OLIVE ST, HUNTINGTON PARK, CA 90255","2400 OLIVE ST","HUNTINGTON PARK","90255",6492046.4129660139,1811056.5327771469,"915-04167-2178","2178","04167","CA01900V3","CENTURY","N"
17059087,"2015-03-26 21:50:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","11500 S FIGUEROA ST, LOS ANGELES, CA 90048","11500 S FIGUEROA ST","LOS ANGELES","90048",6475960.4557186756,1796724.9976689427,"915-01778-6851","6851","01778","CA0190031","TRANSIT SERV BUR","N"
17056373,"2015-03-24 16:25:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","LOS ANGELES RIVERBED & SOMERSET BLVD, PARAMOUNT, CA 90723","LOS ANGELES RIVERBED & SOMERSET BLVD","PARAMOUNT","90723",,,"915-05909-1363","1363","05909","CA0190013","LAKEWOOD","N"
17054034,"2015-03-21 22:40:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","EL SEGUNDO BLVD & MONA BLVD, LOS ANGELES, CA","EL SEGUNDO BLVD & MONA BLVD","LOS ANGELES",,6492803.999999,1791966.625,"915-03869-2138","2138","03869","CA01900V3","CENTURY","N"
17053037,"2015-03-20 14:45:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","12500 EXCELSIOR DR, NORWALK, CA 90650","12500 EXCELSIOR DR","NORWALK","90650",6541420.3572520977,1784157.1418231651,"015-03741-0456","0456","03741","CA0190004","NORWALK","N"
17051057,"2015-03-18 20:50:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","MOUNTAIN AVE & SHRODE AVE, MONROVIA, CA 91016","MOUNTAIN AVE & SHRODE AVE","MONROVIA","91016",6564391.5,1866379.625,"915-03419-0583","0583","03419","CA0190005","TEMPLE","N"
17059748,"2015-03-27 13:00:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","38000 9TH ST E, PALMDALE, CA","38000 9TH ST E","PALMDALE",,6527322.6904251007,2030830.0312833393,"015-04315-2610","2610","04315","CA01900W9","PALMDALE","N"
17057782,"2015-03-26 01:00:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","400 W PALMDALE BLVD, PALMDALE, CA","400 W PALMDALE BLVD","PALMDALE",,6520373.5974832037,2034228.4785308926,"915-04241-2611","2611","04241","CA01900W9","PALMDALE","N"
17052863,"2015-03-20 15:50:41","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","11600 ROSECRANS AVE, NORWALK, CA","11600 ROSECRANS AVE","NORWALK",,6534715.1193413464,1786789.1499248764,"915-03733-0453","0453","03733","CA0190004","NORWALK","N"
17049687,"2015-03-17 19:25:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","8500 WASHINGTON BLVD, PICO RIVERA, CA","8500 WASHINGTON BLVD","PICO RIVERA",,6529985.0985672306,1817097.4074576446,"915-02184-1520","1520","02184","CA0190015","PICO RIVERA","N"
17076171,"2015-04-14 01:20:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","11200 NORMANDIE AVE, LOS ANGELES, CA 90044","11200 NORMANDIE AVE","LOS ANGELES","90044",6470511.0331262741,1797483.8187942207,"015-03207-0374","0374","03207","CA0190003","SOUTH LOS ANGELES","N"
17075796,"2015-04-13 15:24:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","3300 DEL MAR AVE, ROSEMEAD, CA 91770","3300 DEL MAR AVE","ROSEMEAD","91770",6531617.4171999516,1847237.3749885752,"015-04496-0532","0532","04496","CA0190005","TEMPLE","N"
17075091,"2015-04-12 09:52:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","4300 IMPERIAL HWY, LYNWOOD, CA","4300 IMPERIAL HWY","LYNWOOD",,6505541.4098046888,1797140.9786634799,"915-04865-2113","2113","04865","CA01900V3","CENTURY","N"
17068215,"2015-04-05 22:30:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","200 VILLAGE CT, SAN DIMAS, CA 91773","200 VILLAGE CT","SAN DIMAS","91773",6615546.7064787131,1862347.4252765253,"915-01564-0812","0812","01564","CA0190008","SAN DIMAS","N"
17067971,"2015-04-05 13:19:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","600 W ARROW HWY, SAN DIMAS, CA 91773","600 W ARROW HWY","SAN DIMAS","91773",6616561.6204782631,1860845.2268588736,"915-01557-0811","0811","01557","CA0190008","SAN DIMAS","N"
17067694,"2015-04-05 01:35:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","2800 W ALONDRA BLVD, COMPTON, CA 90220","2800 W ALONDRA BLVD","COMPTON","90220",6482828.8057794673,1780946.0392349858,"915-04230-2831","2831","04230","CA0190042","COMPTON","N"
17065689,"2015-04-02 17:56:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","15800 MAIN ST, LA PUENTE, CA","15800 MAIN ST","LA PUENTE",,6575696.6623090729,1829803.4527858011,"915-03860-1434","1434","03860","CA0190014","INDUSTRY","N"
17065318,"2015-04-02 11:48:49","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","12000 IMPERIAL HWY, NORWALK, CA","12000 IMPERIAL HWY","NORWALK",,6538714.205056305,1792223.3314331749,"915-04318-0452","0452","04318","CA0190004","NORWALK","N"
17061400,"2015-03-29 15:00:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","37100 47TH ST E, PALMDALE, CA","37100 47TH ST E","PALMDALE",,6548015.0552471168,2024940.4784100482,"915-04402-2607","2607","04402","CA01900W9","PALMDALE","N"
17061353,"2015-03-29 14:00:19","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","100 E SEPULVEDA BLVD, CARSON, CA 90745","100 E SEPULVEDA BLVD","CARSON","90745",6478313.6098323558,1752187.1979102062,"915-03285-1623","1623","03285","CA0190016","CARSON","N"
17058785,"2015-03-26 14:30:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","10600 RUSH ST, SOUTH EL MONTE, CA 91733","10600 RUSH ST","SOUTH EL MONTE","91733",6548942.5830382537,1841375.1544648963,"915-03756-0562","0562","03756","CA0190005","TEMPLE","N"
17057676,"2015-03-25 22:00:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","4700 ADMIRALTY WAY, MARINA DEL REY, CA 90292","4700 ADMIRALTY WAY","MARINA DEL REY","90292",6428273.640214,1815346.268028,"915-00814-2760","2760","00814","CA0190065","MARINA DEL REY","N"
17057255,"2015-03-25 14:25:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","100 E CARSON ST, CARSON, CA 90745","100 E CARSON ST","CARSON","90745",6477733.2492315071,1760953.0044409153,"915-03125-1618","1618","03125","CA0190016","CARSON","N"
17056750,"2015-03-25 00:36:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","7400 GARVEY AVE, ROSEMEAD, CA 91770","7400 GARVEY AVE","ROSEMEAD","91770",6528988.536118038,1845055.1088826451,"015-03660-0532","0532","03660","CA0190005","TEMPLE","N"
17053682,"2015-03-21 14:04:44","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","10600 ALONDRA BLVD, NORWALK, CA","10600 ALONDRA BLVD","NORWALK",,6529435.2055368545,1781376.6888501635,"915-03769-0455","0455","03769","CA0190004","NORWALK","N"
17053202,"2015-03-20 22:20:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1200 S GRAND AVE, DIAMOND BAR, CA 91765","1200 S GRAND AVE","DIAMOND BAR","91765",6619326.3593345769,1822372.2442550045,"915-02019-2925","2925","02019","CA0190020","WALNUT","N"
17052953,"2015-03-20 17:00:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","9700 VALLEY BLVD, ROSEMEAD, CA 91770","9700 VALLEY BLVD","ROSEMEAD","91770",6544249.6448517786,1851767.6584058094,"915-03483-0531","0531","03483","CA0190005","TEMPLE","N"
17049427,"2015-03-17 11:02:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","14500 TEMPLE AVE, LA PUENTE, CA 91744","14500 TEMPLE AVE","LA PUENTE","91744",6571148.5760854147,1837485.928602064,"915-03151-1430","1430","03151","CA0190014","INDUSTRY","N"
17051170,"2015-03-19 01:30:00","ROBBERY","033","ROBBERY, WEAPON: Service Station","11700 SOUTH ST, ARTESIA, CA 90701","11700 SOUTH ST","ARTESIA","90701",6536662.7380693322,1770859.959707737,"915-05549-1349","1349","05549","CA0190013","LAKEWOOD","N"
17070246,"2015-04-08 02:05:00","ROBBERY","033","ROBBERY, WEAPON: Service Station","2600 PELLISSIER PLACE, INDUSTRY, CA","2600 PELLISSIER PLACE","INDUSTRY",,6550974.7774747433,1832155.478450692,"915-04064-1410","1410","04064","CA0190014","INDUSTRY","N"
17060267,"2015-03-28 04:20:00","ROBBERY","033","ROBBERY, WEAPON: Service Station","12700 S WESTERN AVE, LOS ANGELES, CA 90047","12700 S WESTERN AVE","LOS ANGELES","90047",6467933.3296847409,1792363.639347034,"915-02738-0378","0378","02738","CA0190003","SOUTH LOS ANGELES","N"
17051228,"2015-03-19 04:12:00","ROBBERY","033","ROBBERY, WEAPON: Service Station","3200 BREA CANYON RD, DIAMOND BAR, CA 91765","3200 BREA CANYON RD","DIAMOND BAR","91765",6607947.4261167813,1810881.4582366045,"915-01977-2927","2927","01977","CA0190020","WALNUT","N"
17067452,"2015-04-04 16:27:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","7700 S ATLANTIC AVE, CUDAHY, CA 90201","7700 S ATLANTIC AVE","CUDAHY","90201",6504990.7503232509,1809886.6300213397,"015-04544-0262","0262","04544","CA0190002","EAST LOS ANGELES","N"
17067665,"2015-04-04 22:55:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","500 FOOTHILL BLVD, LA CANADA, CA 91011","500 FOOTHILL BLVD","LA CANADA","91011",6504336.256445827,1894932.0529528672,"915-00582-1264","1264","00582","CA0190012","CRESCENTA VALLEY","N"
17061694,"2015-03-30 00:25:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","8200 NORWALK BLVD, WHITTIER, CA 90606","8200 NORWALK BLVD","WHITTIER","90606",6540087.9394146334,1811020.3282931352,"915-02539-1578","1578","02539","CA0190015","PICO RIVERA","N"
17061869,"2015-03-29 05:05:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","17400 COLIMA RD, INDUSTRY, CA","17400 COLIMA RD","INDUSTRY",,6584145.5298868893,1819109.7983135935,"915-80026-1416","1416","80026","CA0190014","INDUSTRY","N"
17057830,"2015-03-26 03:40:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","17200 DOWNEY AVE, BELLFLOWER, CA 90706","17200 DOWNEY AVE","BELLFLOWER","90706",6515901.445401012,1777216.4737855743,"915-06016-1335","1335","06016","CA0190013","LAKEWOOD","N"
17057748,"2015-03-25 23:30:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","100 W EL SEGUNDO BLVD, LOS ANGELES, CA 90006","100 W EL SEGUNDO BLVD","LOS ANGELES","90006",6478444.0412497558,1791993.0344993686,"915-04079-2141","2141","04079","CA01900V3","CENTURY","N"
17051194,"2015-03-19 01:34:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","44000 SIERRA HWY, LANCASTER, CA 93534","44000 SIERRA HWY","LANCASTER","93534",6521230.5753136808,2070747.3767091034,"915-04839-1123","1123","04839","CA0190024","LANCASTER","N"
17050981,"2015-03-18 19:00:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","4500 WASHINGTON BLVD, COMMERCE, CA 90040","4500 WASHINGTON BLVD","COMMERCE","90040",6508398.3995519392,1824366.3491243857,"015-03710-0243","0243","03710","CA0190002","EAST LOS ANGELES","N"
17049038,"2015-03-17 09:25:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","12600 STUDEBAKER RD, NORWALK, CA 90650","12600 STUDEBAKER RD","NORWALK","90650",6531596.9449127652,1792113.5883694049,"915-03584-0453","0453","03584","CA0190004","NORWALK","N"
17075116,"2015-04-12 22:10:00","ROBBERY","035","ROBBERY, WEAPON: Residence","17000 COLIMA RD, HACIENDA HEIGHTS, CA 91745","17000 COLIMA RD","HACIENDA HEIGHTS","91745",6580809.967220624,1818386.3143098778,"015-04250-1470","1470","04250","CA0190014","INDUSTRY","N"
