"LURN_SAK","INCIDENT_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","X_COORDINATE","Y_COORDINATE","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
17052692,"2015-03-20 10:05:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","12200 ROSE ST, CERRITOS, CA 90703","12200 ROSE ST","CERRITOS","90703",6539913.4977720259,1774935.1285287559,"915-01094-2316","2316","01094","CA01900R7","CERRITOS","N"
17052917,"2015-03-20 07:00:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","5500 DOUGLAS FIR CT, PALMDALE, CA","5500 DOUGLAS FIR CT","PALMDALE",,6552589.5587098524,2024332.9015491025,"915-04009-2607","2607","04009","CA01900W9","PALMDALE","N"
17052014,"2015-03-19 13:15:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","1900 VIA MADONNA AVE, LOMITA, CA 90717","1900 VIA MADONNA AVE","LOMITA","90717",6466297.1578443106,1742847.230456267,"915-01074-1713","1713","01074","CA0190017","LOMITA","N"
17051769,"2015-03-19 13:00:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","4200 MIRAMAR DR, HACIENDA HEIGHTS, CA 91745","4200 MIRAMAR DR","HACIENDA HEIGHTS","91745",6565952.8379191961,1813813.0482759108,"915-03247-1475","1475","03247","CA0190014","INDUSTRY","N"
17051924,"2015-03-19 12:00:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","4500 MULLEN AVE, LOS ANGELES, CA 90043","4500 MULLEN AVE","LOS ANGELES","90043",6459318.9613223867,1822527.7602077555,"915-00738-2768","2768","00738","CA0190065","MARINA DEL REY","N"
17051522,"2015-03-19 10:17:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","5200 GOULD AVE, LA CANADA, CA 91011","5200 GOULD AVE","LA CANADA","91011",6503636.563960176,1900183.9693174919,"915-00507-1261","1261","00507","CA0190012","CRESCENTA VALLEY","N"
17053561,"2015-03-19 07:30:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","300 W JOHNSON ST, COMPTON, CA","300 W JOHNSON ST","COMPTON",,6492597.299578093,1780084.4609851111,"915-03570-2836","2836","03570","CA0190042","COMPTON","N"
17050963,"2015-03-18 14:00:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","18700 GREEN BAY DR, ROWLAND HEIGHTS, CA 91748","18700 GREEN BAY DR","ROWLAND HEIGHTS","91748",6593139.7785452874,1820083.4471354051,"915-01969-2931","2931","01969","CA0190020","WALNUT","N"
17051121,"2015-03-18 13:45:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","19900 CALLE ALICIA, WALNUT, CA 91789","19900 CALLE ALICIA","WALNUT","91789",6602453.5045536719,1826933.0632962538,"915-01971-2913","2913","01971","CA0190020","WALNUT","N"
17050636,"2015-03-18 13:40:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","1200 W LEVINSON ST, TORRANCE, CA","1200 W LEVINSON ST","TORRANCE",,6470996.9490224021,1762184.8415933512,"915-02854-1696","1696","02854","CA0190016","CARSON","N"
17050576,"2015-03-18 13:28:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","4300 MONTEITH DR, LOS ANGELES, CA 90056","4300 MONTEITH DR","LOS ANGELES","90056",6454782.0631009312,1822751.6631642345,"915-00726-2768","2768","00726","CA0190065","MARINA DEL REY","N"
17050615,"2015-03-18 11:56:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","6700 BEDFORD AVE, LOS ANGELES, CA 90056","6700 BEDFORD AVE","LOS ANGELES","90056",6445638.1783157568,1814387.1615616619,"915-00727-2766","2766","00727","CA0190065","MARINA DEL REY","N"
17050540,"2015-03-18 11:00:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","11600 186TH ST, ARTESIA, CA 90701","11600 186TH ST","ARTESIA","90701",6535937.5921135442,1772556.0651918764,"915-05496-1348","1348","05496","CA0190013","LAKEWOOD","N"
17050441,"2015-03-18 10:40:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","1200 MAGNUS ST, ARCADIA, CA 91006","1200 MAGNUS ST","ARCADIA","91006",6559225.9018773846,1865311.2590837353,"915-03393-0584","0584","03393","CA0190005","TEMPLE","N"
17050440,"2015-03-18 10:30:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","14500 SPRINGWATER DR, HACIENDA HEIGHTS, CA 91745","14500 SPRINGWATER DR","HACIENDA HEIGHTS","91745",6564176.0280074263,1829047.2622501003,"915-03190-1477","1477","03190","CA0190014","INDUSTRY","N"
17051025,"2015-03-18 09:53:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","1200 92ND ST, LOS ANGELES, CA 90044","1200 92ND ST","LOS ANGELES","90044",6471824.6706354432,1805426.1638635797,"915-02436-0370","0370","02436","CA0190003","SOUTH LOS ANGELES","N"
17050444,"2015-03-18 09:00:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","22000 S FIESEL AVE, CARSON, CA","22000 S FIESEL AVE","CARSON",,6484537.9500550479,1759509.4799426773,"915-02848-1628","1628","02848","CA0190016","CARSON","N"
17049566,"2015-03-17 16:42:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","16600 JEANETTE AVE, CERRITOS, CA 90703","16600 JEANETTE AVE","CERRITOS","90703",6544512.7262320276,1778759.2067364294,"915-01053-2318","2318","01053","CA01900R7","CERRITOS","N"
17049747,"2015-03-17 13:04:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","14000 DUMONT AVE, NORWALK, CA 90650","14000 DUMONT AVE","NORWALK","90650",6530322.1201201836,1787556.0729034224,"915-03610-0453","0453","03610","CA0190004","NORWALK","N"
17049863,"2015-03-17 11:30:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","37600 KIMBERLY LN, PALMDALE, CA 93550","37600 KIMBERLY LN","PALMDALE","93550",6524049.5367420111,2028265.8382015601,"915-03883-2611","2611","03883","CA01900W9","PALMDALE","N"
17049396,"2015-03-17 11:22:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","29200 DOVERRIDGE DR, RANCHO PALOS VERDES, CA 90275","29200 DOVERRIDGE DR","RANCHO PALOS VERDES","90275",6442928.8511425825,1738072.2605310176,"015-01040-1734","1734","01040","CA0190017","LOMITA","N"
17049586,"2015-03-17 10:32:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","2300 W AVENUE K-9, LANCASTER, CA 93535","2300 W AVENUE K-9","LANCASTER","93535",6509301.8783672387,2064892.5331893093,"915-04767-1192","1192","04767","CA0190024","LANCASTER","N"
17049383,"2015-03-17 10:30:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","700 S PEARL AVE, COMPTON, CA","700 S PEARL AVE","COMPTON",,6497038.8820094988,1782321.4489436613,"915-03395-2843","2843","03395","CA0190042","COMPTON","N"
17049227,"2015-03-17 10:20:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","30300 VIA BORICA, RANCHO PALOS VERDES, CA 90275","30300 VIA BORICA","RANCHO PALOS VERDES","90275",6438035.2911161324,1735166.8030515995,"915-01039-1737","1737","01039","CA0190017","LOMITA","N"
17048925,"2015-03-17 07:10:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","1000 E AVENUE J-5, LANCASTER, CA","1000 E AVENUE J-5","LANCASTER",,6527933.7266427819,2071755.4538174968,"915-04706-1137","1137","04706","CA0190024","LANCASTER","N"
17048611,"2015-03-16 17:52:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","19400 ELMIRA CT, CERRITOS, CA 90703","19400 ELMIRA CT","CERRITOS","90703",6533142.4970621746,1769390.8813717992,"915-01042-2313","2313","01042","CA01900R7","CERRITOS","N"
17048586,"2015-03-16 16:00:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","2100 VAN WICK ST, LOS ANGELES, CA 90047","2100 VAN WICK ST","LOS ANGELES","90047",6465694.4755514301,1798869.779227284,"915-02371-0373","0373","02371","CA0190003","SOUTH LOS ANGELES","N"
17048621,"2015-03-16 15:30:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","5200 KLONDIKE AVE, LAKEWOOD, CA 90712","5200 KLONDIKE AVE","LAKEWOOD","90712",6515127.4996963665,1768975.8772657837,"915-05365-1320","1320","05365","CA0190013","LAKEWOOD","N"
17048491,"2015-03-16 14:45:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","15600 BELSHIRE AVE, NORWALK, CA 90650","15600 BELSHIRE AVE","NORWALK","90650",6540013.0941298287,1782097.9475030762,"915-03558-0456","0456","03558","CA0190004","NORWALK","N"
17048320,"2015-03-16 14:39:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","5400 121ST ST, HAWTHORNE, CA 90250","5400 121ST ST","HAWTHORNE","90250",6447393.0885979123,1794606.8145004518,"915-02362-0384","0384","02362","CA0190003","SOUTH LOS ANGELES","N"
17048519,"2015-03-16 14:05:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","18408 ARLINE AVE, ARTESIA, CA 90701","18408 ARLINE AVE","ARTESIA","90701",6537123.803816,1773154.756401,"915-05358-1349","1349","05358","CA0190013","LAKEWOOD","N"
17048393,"2015-03-16 13:30:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","1600 AVENIDA VERDE VISTA, SAN DIMAS, CA","1600 AVENIDA VERDE VISTA","SAN DIMAS",,6611354.1723138094,1851431.979256971,"015-01186-0817","0817","01186","CA0190008","SAN DIMAS","N"
17048566,"2015-03-16 13:15:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","18900 VICKIE AVE, CERRITOS, CA 90703","18900 VICKIE AVE","CERRITOS","90703",6545401.8253340349,1771285.662097543,"915-01040-2316","2316","01040","CA01900R7","CERRITOS","N"
17049870,"2015-03-16 13:00:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","2600 W TICHENOR ST, COMPTON, CA","2600 W TICHENOR ST","COMPTON",,6483996.3051138865,1779943.4948795061,"915-03418-2831","2831","03418","CA0190042","COMPTON","N"
17048439,"2015-03-16 12:47:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","9100 MARSHALL ST, ROSEMEAD, CA 91770","9100 MARSHALL ST","ROSEMEAD","91770",6540529.8452033075,1849952.9240981804,"915-03320-0531","0531","03320","CA0190005","TEMPLE","N"
17048438,"2015-03-16 12:47:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","9100 MARSHALL ST, ROSEMEAD, CA 91770","9100 MARSHALL ST","ROSEMEAD","91770",6540529.8452033075,1849952.9240981804,"915-03319-0531","0531","03319","CA0190005","TEMPLE","N"
17048774,"2015-03-16 12:45:00","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","2308 WALTER ST, WALNUT PARK, CA 90255","2308 WALTER ST","WALNUT PARK","90255",6491555.852851986,1811375.8562658182,"915-03604-2173","2173","03604","CA01900V3","CENTURY","N"
17048192,"2015-03-16 10:32:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","100 HARVEST LN, PALMDALE, CA","100 HARVEST LN","PALMDALE",,6522670.6086652465,2029218.6218075862,"915-03796-2611","2611","03796","CA01900W9","PALMDALE","N"
17048237,"2015-03-16 10:07:30","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","4800 CLOVERLY AVE, TEMPLE CITY, CA 91780","4800 CLOVERLY AVE","TEMPLE CITY","91780",6543295.0646322602,1854858.983717432,"915-03313-0524","0524","03313","CA0190005","TEMPLE","N"
17075465,"2015-04-13 09:17:30","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","100 W DESFORD ST, CARSON, CA 90745","100 W DESFORD ST","CARSON","90745",6476435.0054333964,1762046.8290114419,"915-03795-1617","1617","03795","CA0190016","CARSON","N"
17073324,"2015-04-10 15:00:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","14400 PAINTER AVE, NORWALK, CA 90650","14400 PAINTER AVE","NORWALK","90650",6545342.509867372,1786115.5699824214,"915-04688-0459","0459","04688","CA0190004","NORWALK","N"
17073347,"2015-04-10 14:50:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","18000 ANNES CIR, CANYON COUNTRY, CA","18000 ANNES CIR","CANYON COUNTRY",,6425267.7321919268,1972125.2121563773,"015-04787-0633","0633","04787","CA0190006","SANTA CLARITA VALLEY","N"
17072181,"2015-04-09 14:05:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","10700 JACKSON AVE, LYNWOOD, CA 90262","10700 JACKSON AVE","LYNWOOD","90262",6504262.8198693283,1798449.3148017756,"915-04732-2113","2113","04732","CA01900V3","CENTURY","N"
17072320,"2015-04-09 13:10:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","2200 FALLEN DR, ROWLAND HEIGHTS, CA 91748","2200 FALLEN DR","ROWLAND HEIGHTS","91748",6585035.8063151613,1815371.474373407,"915-02510-2930","2930","02510","CA0190020","WALNUT","N"
17072113,"2015-04-09 13:00:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","1100 CLORINDA DR, DIAMOND BAR, CA 91765","1100 CLORINDA DR","DIAMOND BAR","91765",6604698.1961731054,1821194.1557895469,"915-02501-2928","2928","02501","CA0190020","WALNUT","N"
17072962,"2015-04-09 12:00:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","400 W PALMDALE BLVD, PALMDALE, CA 93551","400 W PALMDALE BLVD","PALMDALE","93551",6520900.6789665101,2034647.7768153688,"915-04973-2611","2611","04973","CA01900W9","PALMDALE","N"
17072556,"2015-04-09 11:08:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","2015 E 126TH ST, COMPTON, CA 90222","2015 E 126TH ST","COMPTON","90222",6489865.0418885108,1792661.6498153,"915-04759-2137","2137","04759","CA01900V3","CENTURY","N"
17071903,"2015-04-09 09:30:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","3800 N TEMPLE CITY BLVD, ROSEMEAD, CA 91770","3800 N TEMPLE CITY BLVD","ROSEMEAD","91770",6544028.6341708079,1851031.5640808768,"915-04307-0531","0531","04307","CA0190005","TEMPLE","N"
17071506,"2015-04-08 23:23:26","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","13400 CURTIS AND KING RD, NORWALK, CA","13400 CURTIS AND KING RD","NORWALK",,6528705.5218555201,1789303.8375637331,"915-04608-0453","0453","04608","CA0190004","NORWALK","N"
17070828,"2015-04-08 09:55:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","21600 PARVIN DR, SAUGUS, CA","21600 PARVIN DR","SAUGUS",,6406018.745124,1965726.758129,"015-04667-0647","0647","04667","CA0190006","SANTA CLARITA VALLEY","N"
17071392,"2015-04-08 06:00:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","4700 W 173 ST, LAWNDALE, CA 90260","4700 W 173 ST","LAWNDALE","90260",6452086.0608111583,1776757.5138971847,"915-03071-0333","0333","03071","CA0190003","SOUTH LOS ANGELES","N"
17069057,"2015-04-06 18:27:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","COMMON WEALTH AVE & FLINTRIDGE AVE, LA CANADA, CA","COMMON WEALTH AVE & FLINTRIDGE AVE","LA CANADA",,6502342.499998,1891757.625008,"915-00588-1264","1264","00588","CA0190012","CRESCENTA VALLEY","N"
17069094,"2015-04-06 14:25:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","15600 SEAFORTH AVE, NORWALK, CA 90650","15600 SEAFORTH AVE","NORWALK","90650",6541436.1072906964,1782163.9594382104,"915-04496-0456","0456","04496","CA0190004","NORWALK","N"
17068679,"2015-04-06 11:07:30","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","6200 VIA SUBIDA, RANCHO PALOS VERDES, CA 90275","6200 VIA SUBIDA","RANCHO PALOS VERDES","90275",6463058.4217567146,1729123.6417721116,"015-01314-1744","1744","01314","CA0190017","LOMITA","N"
17068139,"2015-04-05 15:15:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","400 W ARBUTUS ST, COMPTON, CA 90220","400 W ARBUTUS ST","COMPTON","90220",6491793.4307313049,1785867.9435614189,"915-04259-2814","2814","04259","CA0190042","COMPTON","N"
17067751,"2015-04-05 06:45:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","10600 E AVENUE R, LITTLEROCK, CA","10600 E AVENUE R","LITTLEROCK",,6579503.9789295057,2030693.7163436683,"915-04728-2663","2663","04728","CA01900W9","PALMDALE","N"
17066793,"2015-04-03 15:15:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","26900 DIAMOND HEAD LN, RANCHO PALOS VERDES, CA 90275","26900 DIAMOND HEAD LN","RANCHO PALOS VERDES","90275",6450125.0571843022,1742382.0436688412,"915-01272-1731","1731","01272","CA0190017","LOMITA","N"
17066407,"2015-04-03 11:00:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","1900 N RED ROCK DR, WALNUT, CA 91789","1900 N RED ROCK DR","WALNUT","91789",6609635.2968553277,1842577.3202732923,"915-02385-2911","2911","02385","CA0190020","WALNUT","N"
17065543,"2015-04-02 15:10:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","11100 MARIPOSA AVE, LOS ANGELES, CA 90044","11100 MARIPOSA AVE","LOS ANGELES","90044",6470887.437263621,1798373.7481494325,"915-02880-0378","0378","02880","CA0190003","SOUTH LOS ANGELES","N"
17065919,"2015-04-02 13:30:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","38900 15TH ST E, PALMDALE, CA","38900 15TH ST E","PALMDALE",,6530601.1609392026,2037111.2840197461,"915-04635-2621","2621","04635","CA01900W9","PALMDALE","N"
17065745,"2015-04-02 12:30:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","8500 BEVERLY RD, PICO RIVERA, CA 90660","8500 BEVERLY RD","PICO RIVERA","90660",6534637.7422518572,1826332.4499614912,"915-02650-1510","1510","02650","CA0190015","PICO RIVERA","N"
17065439,"2015-04-02 11:10:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","11900 ARMSDALE AVE, WHITTIER, CA 90605","11900 ARMSDALE AVE","WHITTIER","90605",6555470.7210749993,1794028.5975861559,"915-04325-0495","0495","04325","CA0190004","NORWALK","N"
17064728,"2015-04-01 13:15:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","1700 MANOR GATE RD, HACIENDA HEIGHTS, CA 91745","1700 MANOR GATE RD","HACIENDA HEIGHTS","91745",6581580.387751827,1819942.6239422371,"915-03813-1472","1472","03813","CA0190014","INDUSTRY","N"
17064666,"2015-04-01 11:50:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","2300 CORDOZA AVE, ROWLAND HEIGHTS, CA","2300 CORDOZA AVE","ROWLAND HEIGHTS",,6588732.4746826719,1814214.639028921,"915-02335-2930","2930","02335","CA0190020","WALNUT","N"
17064311,"2015-04-01 08:42:30","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","5500 SANDPIPER CT, PALMDALE, CA 93552","5500 SANDPIPER CT","PALMDALE","93552",6552490.0848484244,2027495.131845484,"915-04548-2607","2607","04548","CA01900W9","PALMDALE","N"
17063466,"2015-03-31 16:00:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","8000 ROSE ST, PARAMOUNT, CA 90723","8000 ROSE ST","PARAMOUNT","90723",6513257.9940558895,1787851.0373678056,"915-06399-1365","1365","06399","CA0190013","LAKEWOOD","N"
17063535,"2015-03-31 14:32:30","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","4000 LYND AVE, ARCADIA, CA 91006","4000 LYND AVE","ARCADIA","91006",6557528.6261394201,1860675.1796310788,"915-03971-0585","0585","03971","CA0190005","TEMPLE","N"
17063040,"2015-03-31 10:15:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","19300 BAELEN ST, ROWLAND HEIGHTS, CA 91748","19300 BAELEN ST","ROWLAND HEIGHTS","91748",6597764.52027795,1816337.5420307096,"915-02298-2935","2935","02298","CA0190020","WALNUT","N"
17062260,"2015-03-30 07:20:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","10000 LYNROSE ST, TEMPLE CITY, CA 91780","10000 LYNROSE ST","TEMPLE CITY","91780",6546377.481735317,1860218.5743952207,"915-03888-0523","0523","03888","CA0190005","TEMPLE","N"
17061915,"2015-03-30 07:00:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","1100 S WOODS AVE, LOS ANGELES, CA","1100 S WOODS AVE","LOS ANGELES",,6513431.4285060847,1828691.3966715401,"915-04287-0286","0286","04287","CA0190002","EAST LOS ANGELES","N"
17062324,"2015-03-30 06:30:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","3900 MARTIN LUTHER KING JR BLVD, LYNWOOD, CA 90262","3900 MARTIN LUTHER KING JR BLVD","LYNWOOD","90262",6502957.3026016699,1795078.7447599894,"915-04294-2114","2114","04294","CA01900V3","CENTURY","N"
17061772,"2015-03-30 06:05:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","4400 CLUBHOUSE DR, LAKEWOOD, CA 90712","4400 CLUBHOUSE DR","LAKEWOOD","90712",6514808.9955120217,1763730.7526445885,"915-06260-1323","1323","06260","CA0190013","LAKEWOOD","N"
17061540,"2015-03-29 10:45:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","45900 FOXTAIL ST, LANCASTER, CA 93534","45900 FOXTAIL ST","LANCASTER","93534",6517544.071071,2083548.035907,"915-05477-1121","1121","05477","CA0190024","LANCASTER","N"
17060565,"2015-03-28 09:45:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","9300 MAYNE ST, BELLFLOWER, CA 90706","9300 MAYNE ST","BELLFLOWER","90706",6520667.2757356549,1780818.7995286763,"915-06171-1334","1334","06171","CA0190013","LAKEWOOD","N"
17060619,"2015-03-28 08:45:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","1400 FOREST GLENN DR, HACIENDA HEIGHTS, CA 91745","1400 FOREST GLENN DR","HACIENDA HEIGHTS","91745",6579425.6765247993,1821555.9828583316,"915-03632-1477","1477","03632","CA0190014","INDUSTRY","N"
17068990,"2015-03-27 15:00:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","13800 DESTINO ST, CERRITOS, CA 90703","13800 DESTINO ST","CERRITOS","90703",6550400.4940551389,1775561.5001289288,"915-01337-2316","2316","01337","CA01900R7","CERRITOS","N"
17061861,"2015-03-27 14:30:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","1300 70TH ST, LOS ANGELES, CA 90001","1300 70TH ST","LOS ANGELES","90001",6485440.8640259532,1814057.0542485123,"915-04266-2170","2170","04266","CA01900V3","CENTURY","N"
17060040,"2015-03-27 14:25:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","2200 MEMORY LN, WESTLAKE VILLAGE, CA","2200 MEMORY LN","WESTLAKE VILLAGE",,6305995.7140905457,1870256.8732639833,"915-01745-2260","2260","01745","CA0190022","MALIBU/LOST HILLS","N"
17059771,"2015-03-27 11:30:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","700 PINEWOOD LN, SAN DIMAS, CA 91773","700 PINEWOOD LN","SAN DIMAS","91773",6621369.8166321637,1857856.0752903121,"915-01383-0815","0815","01383","CA0190008","SAN DIMAS","N"
17059715,"2015-03-27 11:15:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","700 PINEWOOD LN, SAN DIMAS, CA 91773","700 PINEWOOD LN","SAN DIMAS","91773",6621367.530033173,1857877.940893156,"915-01380-0815","0815","01380","CA0190008","SAN DIMAS","N"
17059743,"2015-03-27 11:00:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","17600 LAKEWOOD BLVD, BELLFLOWER, CA","17600 LAKEWOOD BLVD","BELLFLOWER",,6518622.470977949,1776089.1736780454,"915-06123-1335","1335","06123","CA0190013","LAKEWOOD","N"
17062586,"2015-03-27 10:45:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","41500 FLINTRIDGE DR, PALMDALE, CA 93551","41500 FLINTRIDGE DR","PALMDALE","93551",6487436.2755233292,2054399.5209731387,"015-80025-2617","2617","80025","CA01900W9","PALMDALE","N"
17059920,"2015-03-27 03:00:30","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","15800 LEFFINGWELL RD, WHITTIER, CA 90604","15800 LEFFINGWELL RD","WHITTIER","90604",6564280.9801789355,1797354.2992942752,"915-04041-0497","0497","04041","CA0190004","NORWALK","N"
17059685,"2015-03-26 17:15:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","15100 WOODRUFF PL, BELLFLOWER, CA 90706","15100 WOODRUFF PL","BELLFLOWER","90706",6525602.6002204465,1784366.0835675139,"915-06118-1337","1337","06118","CA0190013","LAKEWOOD","N"
17060344,"2015-03-26 17:00:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","7200 FARMLAND AVE, PICO RIVERA, CA 90660","7200 FARMLAND AVE","PICO RIVERA","90660",6535084.8812401099,1812276.6783311744,"915-02507-1517","1517","02507","CA0190015","PICO RIVERA","N"
17058883,"2015-03-26 16:45:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","12800 S BUTLER AVE, COMPTON, CA 90220","12800 S BUTLER AVE","COMPTON","90220",6501519.0303828018,1788312.556069351,"915-03823-2851","2851","03823","CA0190042","COMPTON","N"
17058938,"2015-03-26 13:30:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","800 S ALMA AVE, LOS ANGELES, CA 90063","800 S ALMA AVE","LOS ANGELES","90063",6503578.3713769456,1839143.848977051,"915-04121-0277","0277","04121","CA0190002","EAST LOS ANGELES","N"
17058839,"2015-03-26 12:52:30","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","600 REDBURN AVE, BASSETT, CA 91746","600 REDBURN AVE","BASSETT","91746",6564406.6138216686,1833900.275976599,"915-03553-1463","1463","03553","CA0190014","INDUSTRY","N"
17059831,"2015-03-25 16:30:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","1300 WAKE FOREST AVE, WALNUT, CA 91789","1300 WAKE FOREST AVE","WALNUT","91789",6604744.2071724292,1837399.9837846609,"915-02205-2911","2911","02205","CA0190020","WALNUT","N"
17057595,"2015-03-25 14:30:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","5800 BLUE SAGE DR, PALMDALE, CA 93552","5800 BLUE SAGE DR","PALMDALE","93552",6554732.1564065153,2028323.4795511051,"915-04229-2607","2607","04229","CA01900W9","PALMDALE","N"
17057486,"2015-03-25 14:15:00","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","7100 ROSECRANS AVE, PARAMOUNT, CA 90723","7100 ROSECRANS AVE","PARAMOUNT","90723",6508527.4767038664,1788269.655116868,"915-05989-1361","1361","05989","CA0190013","LAKEWOOD","N"
